0/1 Knapsack Problem Specification

Total weight capacity	280123

item_index	weight	profit
139	99.548952	40.283278
140	18.138905	57.443257
141	24.296615	10.578712
142	99.457188	95.728647
143	4.300253	79.310051
144	55.025753	66.180997
145	30.455173	88.123843
146	2.422059	45.300564
147	9.856956	24.141255
148	79.625153	7.282177
149	38.891533	64.307144
150	16.274225	86.234855
151	10.411987	68.820485
152	45.992571	83.773198
153	43.834088	87.072042
154	31.041678	92.188256
155	83.131352	56.043529
156	30.677581	7.253569
157	31.332381	43.278425
158	36.198102	75.433368
159	20.891592	7.303717
160	88.937510	44.838845
161	36.310607	28.127890
162	84.035872	43.160977
163	50.143603	86.851213
164	99.773488	95.541428
165	72.488845	91.673485
166	75.161651	9.230650
167	76.521072	48.487724
168	79.354329	57.483879
169	94.705590	61.908490
170	3.249773	4.284149
171	46.269050	54.916918
172	74.926768	75.947364
173	10.722680	67.737675
174	76.046193	62.475476
175	48.661091	45.086554
176	37.615672	41.751040
177	58.007817	14.735705
178	72.877130	57.447925
179	38.335882	56.162899
180	22.255765	62.786614
181	95.220396	96.117743
182	28.463414	89.992960
183	79.135433	30.148018
184	52.630760	13.642137
185	42.390137	35.666536
186	24.566104	29.822848
187	41.329312	82.457411
188	81.983302	52.686612
189	79.651102	82.647656
190	54.752929	60.832861
191	29.211762	29.707516
192	57.140961	69.994773
193	49.133373	75.658796
194	56.399192	9.483384
195	6.855070	9.173627
196	8.583780	8.260310
197	13.589842	23.608636
198	52.689855	29.336763
199	39.149085	75.045491
200	31.883443	11.815595
201	49.339089	91.978819
202	31.859469	17.969165
203	41.048185	97.007489
204	21.472270	53.596621
205	91.268228	54.128126
206	96.039491	40.139910
207	32.017928	97.114551
208	9.657870	55.851285
209	97.266280	28.647821
210	9.999783	37.310349
211	8.841383	50.892773
212	95.757201	50.804748
213	28.836436	48.871392
214	31.614208	56.956142
215	62.496408	7.672291
216	85.903455	0.068293
217	33.555024	41.146073
218	6.383878	4.327731
219	23.492127	28.488406
220	88.611181	42.050966
221	71.409592	3.817381
222	49.679740	27.176426
223	69.385464	69.257715
224	26.746122	36.568182
225	74.894235	63.732008
226	10.530621	97.763927
227	84.449308	33.779887
228	62.738690	14.916272
229	85.377385	34.329612
230	69.709975	89.205660
231	74.100113	56.654953
232	80.138999	83.690914
233	30.706313	87.989903
234	9.078506	9.490836
235	11.786369	95.797386
236	90.575356	86.870673
237	10.592661	56.153611
238	45.236406	83.144656
239	17.789367	1.067145
240	14.849999	74.462650
241	26.056610	65.882607
242	35.277087	65.400145
243	80.016510	96.813159
244	25.976215	74.673239
245	88.387131	76.839182
246	16.868331	4.331341
247	73.869633	60.350949
248	90.520321	62.356799
249	61.133609	10.055304
250	92.276842	59.837635
251	26.669775	12.094586
252	93.789506	69.997661
253	49.663074	16.510161
254	73.044105	92.863290
255	46.217490	19.133230
256	24.124865	95.660055
257	38.078785	97.598614
258	27.983437	51.121397
259	61.810997	11.200808
260	34.519496	44.586110
261	56.770829	28.947082
262	27.293389	21.438288
263	97.876781	46.250055
264	33.612331	95.763472
265	92.040185	81.200854
266	30.207786	32.450034
267	52.335480	29.613838
268	16.708713	19.250714
269	40.329743	90.308610
270	30.573277	50.631456
271	18.237486	4.524345
272	72.678443	9.045121
273	45.302781	42.139659
274	70.090415	89.524565
275	18.354973	46.075419
276	86.300501	59.081293
277	67.249384	95.141406
278	8.389620	8.759875
279	50.037987	74.118040
280	0.454937	63.629827
281	36.288547	75.968117
282	72.345745	36.620592
283	82.075748	36.348279
284	27.897439	47.249454
285	28.226418	30.162339
286	87.899876	50.231073
287	87.646728	26.075528
288	38.170208	25.224749
289	90.460907	29.305143
290	99.352732	73.312842
291	85.145993	14.916812
292	92.372328	73.608114
293	53.034543	13.729173
294	59.139914	34.693910
295	48.831037	12.901485
296	87.931026	88.281246
297	64.215049	77.460008
298	48.976840	35.237226
299	50.274094	47.432437
300	33.235159	7.499633
301	15.912035	49.178124
302	41.627363	4.269088
303	9.973585	94.566468
304	74.826086	58.183805
305	1.381518	34.827091
306	51.812777	22.139384
307	24.099745	26.397992
308	83.412458	54.599003
309	69.489424	28.701402
310	45.341576	5.349160
311	96.588479	32.886786
312	73.205657	79.586352
313	85.696875	85.038556
314	98.565421	16.324983
315	50.106564	72.222896
316	13.675041	48.792798
317	87.736156	64.595527
318	0.058602	71.267020
319	34.736519	77.418057
320	29.317581	35.666199
321	81.724200	47.574831
322	15.771439	86.406409
323	34.475341	5.987925
324	73.386102	38.002957
325	31.149581	59.859682
326	25.328035	23.805498
327	12.898631	79.772517
328	53.320621	39.984572
329	94.507117	64.668680
330	17.309168	28.059892
331	25.507479	18.532566
332	41.521542	74.515172
333	25.504783	99.102675
334	62.441353	13.767911
335	61.903799	80.430646
336	37.901442	76.314640
337	51.242162	65.425557
338	68.154529	76.090197
339	15.575077	56.789276
340	9.185474	28.463150
341	81.878171	8.381468
342	60.651350	37.647135
343	15.323305	11.280501
344	30.232336	76.570092
345	59.225892	42.779248
346	14.838195	79.132779
347	44.198507	20.452813
348	30.232480	66.067900
349	75.822774	87.274985
350	99.507756	73.605085
351	72.848808	10.957073
352	89.866801	14.718856
353	89.885898	51.818215
354	43.062411	39.767443
355	91.371618	24.876164
356	40.830211	81.436857
357	59.874668	63.086928
358	78.821066	8.453481
359	90.256387	23.022527
360	51.001229	44.526440
361	41.077078	91.072400
362	18.658462	79.719251
363	93.441746	28.020695
364	8.839116	1.617506
365	68.318297	12.025832
366	0.743042	96.446033
367	68.920404	93.023430
368	67.136940	60.362792
369	55.740160	70.143677
370	78.452465	98.492020
371	87.082098	52.069308
372	31.987420	13.118470
373	77.031171	11.947602
374	22.022267	33.820835
375	26.199715	14.467781
376	22.644141	96.911256
377	2.310174	52.396413
378	81.804630	46.153705
379	67.997684	21.658054
380	92.452117	29.613122
381	25.789383	63.181875
382	72.986168	52.530857
383	99.435622	67.581865
384	75.032035	95.670133
385	72.727404	97.275539
386	50.178244	55.409090
387	87.250493	85.365889
388	79.001493	77.992183
389	43.082082	46.125953
390	12.386761	81.577588
391	34.147325	31.918071
392	12.395491	99.721482
393	68.021928	63.845420
394	72.707572	73.505695
395	80.668583	11.043791
396	65.908439	62.904689
397	58.541337	41.873779
398	23.302294	93.211264
399	53.721401	32.120361
400	48.035766	93.875468
401	69.716652	78.137051
402	61.609825	77.349668
403	57.144345	39.458578
404	28.203367	18.670546
405	97.488855	83.218439
406	87.708626	38.848114
407	32.786464	82.716816
408	63.372211	83.991547
409	39.427229	87.274929
410	70.083281	74.941359
411	94.028671	27.594343
412	8.750793	11.708770
413	20.969708	88.662337
414	63.142688	63.656242
415	68.364582	33.849190
416	65.835437	31.142691
417	83.110426	6.057363
418	86.910894	74.334349
419	26.684330	10.168961
420	84.209340	99.233161
421	23.692739	57.631314
422	79.893277	0.472632
423	66.054879	53.387386
424	23.618643	95.993850
425	10.385846	63.197944
426	52.777936	21.487512
427	45.035760	41.679223
428	88.848568	65.477146
429	48.111748	26.537907
430	39.522813	35.225537
431	85.400394	16.310622
432	86.670995	64.103849
433	92.265904	30.785416
434	55.568144	22.654085
435	5.147254	75.284085
436	2.103450	43.332429
437	13.391734	61.948227
438	34.064164	87.538091
439	94.629493	29.870509
440	54.305230	66.934695
441	39.539362	60.406410
442	55.110336	39.385260
443	26.638242	25.668673
444	75.822784	43.731024
445	25.555001	9.299445
446	47.551508	97.792608
447	47.595224	63.884029
448	13.234902	77.258809
449	11.885872	86.128975
450	32.226435	5.334401
451	68.193518	44.276168
452	63.045500	43.765367
453	51.328024	70.116037
454	29.056020	67.199574
455	3.474175	7.163180
456	69.462998	62.528134
457	33.658800	42.483147
458	12.694170	69.479305
459	52.983809	52.567529
460	14.467792	10.896464
461	79.383240	80.844966
462	62.787954	68.795903
463	59.664253	99.532340
464	93.930409	63.698161
465	67.201415	57.229276
466	21.986610	47.906912
467	47.046733	12.505123
468	74.842062	26.838748
469	26.475501	5.375860
470	71.482425	18.396589
471	93.161122	53.368269
472	95.990087	65.445106
473	94.304458	53.064450
474	42.563862	94.139433
475	37.456422	30.068535
476	16.813089	3.276186
477	83.807424	66.004751
478	4.832586	39.057722
479	97.782452	64.620483
480	14.851112	49.770519
481	33.277046	45.476281
482	9.022617	77.912514
483	17.646286	90.165078
484	30.185598	68.830658
485	61.282883	69.734313
486	44.129516	96.829389
487	95.046463	11.617121
488	4.966591	30.586176
489	14.088063	44.612788
490	80.309378	48.633285
491	75.929590	8.877784
492	77.134340	61.329388
493	44.585383	55.963205
494	59.702331	83.157572
495	46.282364	79.029769
496	90.236131	59.451434
497	36.006211	52.211484
498	31.091569	56.809346
499	36.976352	62.220680
500	69.153305	92.410568
501	86.639836	64.034012
502	71.209527	46.527527
503	79.445240	54.128452
504	23.028406	36.832820
505	97.434633	60.977633
506	3.190411	17.831118
507	13.257015	64.291595
508	90.939147	13.585288
509	67.086433	19.252410
510	22.291362	31.899882
511	16.250704	61.010381
512	94.443849	28.945704
513	73.124497	22.057700
514	62.764275	50.847672
515	8.995430	27.967357
516	45.325543	57.844795
517	33.254747	84.163566
518	97.457967	74.899053
519	91.857884	58.995361
520	64.793934	82.012953
521	78.833318	72.029182
522	2.010286	66.834187
523	25.708777	60.511966
524	65.665497	67.781678
525	59.387274	41.005035
526	25.992660	81.257946
527	21.808336	66.254223
528	70.742630	93.979322
529	87.366665	39.927177
530	68.680590	29.748773
531	55.976840	75.034256
532	50.880432	17.875481
533	93.674937	89.660084
534	68.613252	56.140774
535	65.173968	21.021995
536	24.123973	0.282595
537	62.605185	0.929463
538	68.817441	55.348185
539	14.121158	0.490550
540	89.983758	58.065771
541	31.269318	13.591293
542	83.212657	81.893372
543	89.508133	64.718587
544	93.943775	64.400295
545	1.516727	86.739352
546	61.934592	75.254366
547	56.899781	10.333416
548	51.325712	63.464221
549	61.977416	61.582835
550	78.680425	46.466335
551	56.128929	48.868679
552	96.603156	11.949660
553	71.223014	67.887842
554	99.232702	97.856699
555	21.597479	4.717817
556	71.000448	89.266612
557	54.551796	56.302666
558	67.762481	63.165072
559	46.685488	8.728113
560	9.467311	7.052488
561	0.797780	21.268255
562	44.931389	20.485006
563	66.840358	10.878382
564	83.703462	14.976000
565	3.946046	78.473137
566	56.156247	84.074535
567	16.796665	74.253131
568	44.940455	1.241314
569	41.287224	33.387646
570	83.874551	38.927661
571	35.959827	67.634250
572	91.499033	25.551304
573	84.424268	76.431298
574	52.249930	82.124205
575	24.481852	75.959340
576	48.094368	33.189303
577	57.803963	69.180349
578	51.168669	63.027411
579	34.954244	83.214356
580	48.516854	8.093984
581	74.230205	51.625182
582	55.632427	39.874555
583	98.254269	71.064065
584	97.732386	73.296970
585	69.223425	90.289824
586	73.491160	83.813664
587	42.702922	8.944029
588	76.936400	68.963065
589	53.574594	2.423000
590	11.687322	18.335077
591	33.729330	5.992242
592	40.110841	97.493619
593	9.606201	73.931989
594	63.562788	21.577735
595	63.333435	10.177048
596	31.856596	78.005316
597	56.815411	4.246727
598	97.763618	99.247799
599	87.149811	62.280322
600	36.453623	13.589172
601	8.602346	45.884739
602	97.827993	53.108805
603	44.305573	10.173676
604	49.460140	31.713836
605	40.943666	70.924273
606	32.856597	35.274901
607	85.778969	90.522489
608	55.373123	48.776996
609	59.858625	27.333156
610	19.248431	29.609498
611	96.286418	13.793593
612	21.260628	57.923413
613	54.768245	5.295211
614	79.278302	29.997501
615	60.119682	96.044127
616	81.634448	21.419948
617	61.322908	1.222961
618	35.493513	79.421632
619	90.698701	40.118089
620	32.455600	65.860467
621	78.279193	38.530139
622	84.095457	48.194819
623	80.249956	11.201159
624	7.635242	11.605891
625	30.136245	36.150268
626	16.957671	8.469036
627	45.979037	58.238175
628	93.529706	46.370785
629	87.857966	80.407913
630	13.428763	27.998294
631	39.443175	31.887549
632	99.116653	53.913175
633	99.289045	45.469771
634	40.834729	11.221898
635	48.782297	94.139175
636	91.422807	56.476954
637	31.677022	52.363176
638	6.081876	62.482509
639	32.540834	55.308111
640	50.772678	12.048479
641	12.582243	47.988109
642	29.402827	98.247051
643	73.463383	33.879941
644	20.177048	69.521762
645	68.386891	13.156406
646	47.800122	87.915820
647	6.836745	89.663911
648	66.581119	33.284891
649	74.213492	39.959881
650	7.647241	79.640422
651	90.917767	0.637751
652	19.304187	54.036694
653	13.548732	22.238366
654	69.033375	77.184358
655	22.734561	87.569422
656	97.339779	46.197805
657	35.987465	67.407911
658	27.620347	60.018295
659	66.834206	68.565958
660	31.342841	34.557982
661	50.656196	9.583931
662	10.525792	31.949852
663	74.126623	15.095891
664	14.326313	57.068045
665	20.330314	67.051814
666	36.622488	71.595602
667	39.863425	65.306075
668	91.913267	99.054539
669	88.029273	45.186880
670	67.754812	87.518423
671	49.142659	46.751764
672	71.972634	32.125270
673	0.934250	46.420652
674	31.712441	44.423949
675	98.681790	9.350331
676	78.814987	99.576484
677	98.277479	84.996505
678	50.210507	81.014433
679	52.604420	19.582793
680	58.541641	0.007244
681	32.739598	35.528325
682	33.327000	47.101436
683	3.760726	7.064794
684	27.378754	1.113758
685	34.635662	57.650972
686	2.361618	31.326992
687	34.914882	76.353079
688	42.332362	58.476578
689	12.835943	75.448890
690	76.471028	58.602630
691	59.337504	57.539719
692	57.128905	98.222971
693	39.924374	16.910341
694	90.328087	89.034303
695	26.500197	88.263221
696	48.088647	31.082776
697	12.533818	50.646619
698	7.841021	15.649307
699	43.754800	16.907206
700	20.731134	48.303607
701	77.662971	64.479781
702	56.150524	18.706063
703	90.883462	35.461825
704	86.768962	82.539475
705	83.196273	33.144599
706	63.314982	3.753885
707	52.337235	51.829891
708	4.577487	70.460973
709	93.907597	36.527663
710	28.841887	86.491331
711	43.810615	3.030874
712	95.691749	69.177331
713	35.865404	51.238539
714	67.811289	7.540029
715	50.452186	9.336326
716	62.744250	63.029344
717	17.162229	25.145011
718	0.039480	50.703530
719	97.187624	18.016895
720	42.247205	64.722904
721	80.715731	64.272165
722	2.713027	17.249194
723	42.160944	37.300159
724	77.135569	12.749584
725	75.424608	89.792205
726	18.619005	90.315583
727	17.382913	74.190743
728	8.619114	22.315415
729	88.651363	61.982356
730	61.657467	22.102440
731	51.614455	8.700640
732	45.489501	72.475614
733	37.215461	55.373843
734	10.786107	69.700833
735	8.206889	50.325366
736	46.401670	4.912445
737	16.698608	75.944700
738	71.118493	66.207895
739	59.897977	85.581525
740	96.660494	83.020842
741	77.481641	41.825386
742	44.723307	3.090991
743	64.830596	42.721977
744	70.240504	30.054311
745	8.009982	15.716447
746	61.508922	17.147421
747	81.702292	10.174953
748	19.915202	53.945347
749	63.216070	14.488442
750	15.858778	53.564041
751	38.778905	51.232392
752	7.458004	78.713506
753	62.483272	29.166464
754	75.968271	49.125341
755	69.353294	20.645390
756	82.147399	32.624725
757	41.850328	21.029653
758	47.110702	42.293793
759	41.116648	12.412987
760	84.321744	7.530435
761	92.915290	37.907531
762	35.515838	14.723500
763	13.276114	29.577876
764	83.699773	23.465672
765	86.531938	80.321259
766	23.505997	6.041180
767	35.367955	15.991257
768	54.587687	85.682106
769	70.066479	72.766639
770	86.054499	43.315386
771	69.493492	59.894725
772	25.769680	24.538251
773	38.615417	9.203609
774	23.546460	57.484383
775	93.249348	93.608653
776	95.654094	5.711736
777	52.162132	17.781660
778	33.506209	59.312342
779	32.178843	99.214646
780	21.403973	7.629546
781	55.644442	2.414453
782	81.431826	24.706601
783	37.486919	57.403652
784	91.215303	72.735000
785	85.674841	92.532520
786	33.065203	59.419592
787	20.888950	74.081546
788	5.127692	45.099079
789	44.042825	50.228874
790	12.910781	39.878074
791	10.206674	18.275066
792	38.104003	40.492059
793	91.798233	80.720251
794	60.683647	21.779051
795	58.634339	42.732869
796	22.369949	75.178149
797	77.947250	33.265492
798	72.158968	58.853711
799	98.993932	33.403521
800	8.395869	89.502739
801	92.799844	66.784664
802	49.704372	61.924856
803	37.046056	33.073548
804	8.951199	90.325459
805	75.801002	29.607365
806	98.322623	76.031551
807	12.821778	43.769866
808	25.310085	59.870930
809	30.722885	89.756431
810	74.902159	91.417176
811	85.884078	53.797994
812	76.325391	30.507988
813	99.785976	76.336833
814	85.193562	63.161022
815	46.978348	30.433323
816	10.277568	65.347794
817	62.970222	96.171960
818	61.155995	51.388269
819	76.227204	35.739169
820	87.374640	84.698611
821	60.695876	6.475083
822	88.142614	95.895066
823	56.929167	15.429297
824	39.646388	69.611932
825	83.085671	19.504783
826	56.589780	30.857963
827	45.910838	58.336632
828	62.948384	63.730184
829	37.004374	57.406042
830	67.723602	91.980577
831	95.310151	22.506343
832	94.261252	68.431680
833	14.883532	85.848269
834	77.997680	87.035283
835	88.936206	87.716857
836	81.751770	9.590609
837	6.113826	69.480771
838	35.434126	71.731247
839	49.000182	15.111320
840	91.925308	90.322218
841	86.062648	84.664209
842	9.540846	93.119323
843	59.521914	19.402001
844	31.059129	9.737400
845	90.363832	61.063768
846	63.815861	0.365457
847	72.056439	84.390656
848	86.355532	19.332596
849	85.708543	41.374229
850	83.069906	72.025994
851	98.668836	90.050617
852	35.525318	16.786490
853	91.913548	39.980823
854	63.939883	11.413107
855	49.042951	29.331474
856	80.148769	72.559971
857	46.204260	59.389251
858	33.695687	89.076161
859	55.508552	41.977225
860	14.511538	97.556713
861	97.627703	88.129448
862	37.120310	37.178805
863	99.347904	7.896191
864	49.398462	49.918812
865	82.657807	36.703706
866	41.108765	27.176987
867	5.918405	19.847178
868	95.772307	71.948806
869	24.127733	82.854794
870	74.094294	73.233061
871	9.884978	79.872957
872	87.788630	76.650487
873	83.301719	77.362582
874	23.992043	63.329315
875	92.522413	64.938552
876	46.160967	51.986832
877	63.642892	53.837246
878	53.212531	35.136976
879	46.176936	40.090493
880	4.615578	66.546598
881	3.946565	36.620976
882	5.387555	25.866084
883	96.049416	86.616586
884	51.450002	87.556865
885	19.098270	75.133724
886	14.074015	79.042070
887	33.300951	16.845290
888	33.644408	88.255242
889	21.703240	78.377818
890	45.984661	98.966244
891	53.531761	53.584738
892	87.626205	42.447315
893	44.897400	2.219410
894	57.858914	68.265275
895	68.464792	74.493507
896	15.734121	17.698163
897	38.159019	89.113347
898	33.069938	62.879766
899	82.400361	29.149766
900	46.093722	53.429900
901	9.362416	57.698866
902	2.884483	7.990663
903	35.609198	67.063175
904	72.692138	79.360989
905	10.732563	3.053648
906	24.236933	0.541371
907	62.935991	57.769816
908	40.055745	96.133422
909	65.407599	7.187365
910	98.533774	42.274045
911	48.271998	38.104227
912	9.072956	95.893105
913	5.966369	87.393587
914	41.301954	49.426486
915	60.983946	8.381697
916	32.408680	14.152346
917	79.268276	37.988485
918	38.126980	97.252084
919	31.371871	41.875848
920	66.904893	28.060698
921	10.051036	39.978039
922	74.224025	73.280685
923	8.383232	35.890336
924	90.112378	53.803718
925	85.443981	4.039875
926	17.655519	96.296895
927	86.345382	53.099072
928	91.239563	71.821885
929	17.844522	30.873550
930	56.449383	3.647792
931	3.998591	38.717361
932	66.133931	69.796028
933	41.327701	81.687905
934	10.911205	36.681669
935	54.252699	77.707814
936	14.159610	12.318000
937	54.118118	0.159817
938	57.694205	24.789896
939	92.706207	10.048518
940	74.905198	65.925436
941	34.779851	69.121105
942	44.255003	62.162088
943	78.537654	51.150535
944	40.849185	92.422302
945	60.313410	41.080072
946	46.033119	30.611253
947	32.863143	76.393722
948	55.973516	14.130998
949	63.382710	0.881600
950	31.470766	33.813794
951	44.134879	72.156830
952	3.095202	89.871389
953	97.525996	39.309769
954	65.399226	58.197230
955	13.142950	1.679052
956	21.444653	96.647785
957	61.831276	93.504792
958	52.949212	87.026185
959	37.418574	1.868911
960	54.734879	5.630320
961	62.011123	17.431173
962	94.479268	59.500629
963	0.046147	11.977531
964	6.380893	44.672759
965	76.165419	43.319896
966	19.699240	6.403403
967	54.290240	27.734319
968	40.893030	11.688123
969	20.932687	51.460318
970	70.447962	76.498113
971	70.228718	6.511619
972	26.125584	42.028649
973	73.334049	13.446506
974	27.416711	30.264836
975	85.923146	2.932769
976	73.070349	22.770308
977	75.060553	8.756904
978	98.331992	18.109174
979	90.725531	26.252027
980	25.155461	22.252666
981	9.634220	50.466776
982	8.834380	31.252816
983	25.653618	62.755250
984	42.408423	92.694548
985	88.707021	27.922907
986	63.393951	13.273995
987	86.165545	14.288315
988	14.307116	51.644094
989	21.624905	61.108490
990	32.122525	33.226525
991	37.873205	96.009361
992	23.711700	25.036778
993	68.004936	66.089831
994	75.472938	49.102045
995	37.203711	0.523742
996	27.969681	37.848570
997	84.501055	53.614021
998	13.403204	41.441736
999	95.387832	55.000495
1000	54.323976	13.174854
1001	20.518423	3.931727
1002	29.672514	14.861638
1003	52.028089	55.081586
1004	47.912827	57.624421
1005	23.680473	48.969385
1006	12.501488	62.554682
1007	90.777844	97.850004
1008	24.780225	38.687330
1009	15.953836	85.409975
1010	90.900733	9.026303
1011	18.876615	37.869978
1012	4.100078	64.248476
1013	68.845219	60.326669
1014	4.034645	31.080326
1015	72.425850	50.889420
1016	39.439863	51.168532
1017	82.156199	53.873105
1018	6.074361	67.377303
1019	70.632333	99.528335
1020	65.794190	4.385905
1021	37.100676	97.109533
1022	51.414152	44.681693
1023	16.060791	68.262686
1024	61.187495	58.460726
1025	52.843358	6.400881
1026	13.955902	79.415807
1027	65.952510	94.082719
1028	59.498914	15.134583
1029	24.185991	39.873005
1030	83.137187	10.491274
1031	6.155154	77.939609
1032	28.241171	28.739444
1033	0.187472	21.381571
1034	18.354873	68.936975
1035	47.525861	71.376144
1036	9.789614	40.743049
1037	15.943637	7.617515
1038	70.397321	59.536770
1039	90.630404	5.059445
1040	11.394787	7.871292
1041	12.513080	3.999062
1042	92.038964	94.459775
1043	58.047358	50.083929
1044	47.576860	76.479147
1045	33.765342	27.090979
1046	5.477449	39.431785
1047	63.265920	91.353392
1048	98.207605	50.344695
1049	79.911492	97.583914
1050	7.863849	99.672655
1051	47.100080	60.632905
1052	25.496969	18.767646
1053	91.124278	92.316773
1054	88.963405	69.403387
1055	79.095759	18.173026
1056	93.606240	4.448005
1057	24.363834	84.652834
1058	25.137589	65.940771
1059	12.983628	60.340934
1060	64.998494	6.735893
1061	41.250383	27.637737
1062	26.290955	30.238750
1063	83.218402	75.780003
1064	53.483941	1.651243
1065	79.620804	7.584774
1066	29.979852	2.851991
1067	26.844420	77.148574
1068	86.818105	79.174255
1069	92.529986	38.065274
1070	18.089063	48.415773
1071	49.831922	23.287540
1072	41.504858	92.662356
1073	46.884987	32.054651
1074	81.599953	61.395911
1075	64.081221	5.092392
1076	64.744216	71.975653
1077	89.783016	34.986807
1078	39.351124	71.890928
1079	15.444435	87.284633
1080	42.477253	11.630844
1081	42.918367	64.978648
1082	87.766717	68.093497
1083	55.521764	46.572369
1084	87.858694	6.008225
1085	86.119744	79.269433
1086	34.805016	40.990043
1087	4.692492	27.620313
1088	12.104481	62.660143
1089	38.913450	88.715378
1090	46.085159	87.442856
1091	78.323422	49.671844
1092	40.289741	74.126761
1093	0.973529	45.609122
1094	60.742679	86.301503
1095	62.967146	67.212277
1096	97.859306	56.270692
1097	24.677138	28.803465
1098	51.445176	12.377979
1099	47.014326	90.868876
1100	13.292238	87.373445
1101	83.587224	6.822293
1102	45.320962	61.719367
1103	16.373460	89.028250
1104	45.791587	10.865014
1105	78.897143	86.845772
1106	44.599947	15.300697
1107	96.765423	95.432133
1108	55.365469	50.049999
1109	39.785134	39.036039
1110	57.432746	41.179806
1111	80.634176	65.956641
1112	81.538862	32.537833
1113	94.499534	17.725291
1114	86.392166	97.241926
1115	59.203801	95.804766
1116	39.722132	29.103023
1117	82.647422	13.781838
1118	27.505669	83.300702
1119	65.883083	92.024303
1120	64.115204	58.345979
1121	62.077520	27.750547
1122	47.903335	53.651582
1123	29.992212	66.940453
1124	74.766507	98.094922
1125	24.375015	93.645793
1126	83.369382	87.846509
1127	81.963082	99.704308
1128	76.593001	42.849170
1129	70.785809	4.984468
1130	22.382846	73.546891
1131	11.742690	77.432080
1132	29.972147	72.077111
1133	20.876945	91.334801
1134	86.104303	98.463692
1135	28.129409	66.677410
1136	24.663824	24.751729
1137	91.102741	43.575784
1138	83.496623	50.719391
1139	90.338250	10.829976
1140	72.010790	96.605584
1141	30.540166	98.928326
1142	50.251692	6.268796
1143	92.410957	51.178024
1144	98.359208	88.388679
1145	13.203127	4.496482
1146	55.592434	93.903307
1147	35.933169	55.948445
